_id,link,license,language,licenseConflicts
64688b3513df3d68492c5db9,https://github.com/google/AndroidForegroundCompat,Apache License 2.0,Java,19
64687e5f13df3d68492c5d9b,https://github.com/microsoft/WingtipTicketsSaaS-DbPerTenant,MIT License,PowerShell,2396
64687f8013df3d68492c5da5,https://github.com/microsoft/CodeTalk,MIT License,C#,1
64687f5213df3d68492c5da1,https://github.com/microsoft/Windows-Packaging-Samples,MIT License,C#,11
646888b113df3d68492c5dad,https://github.com/alibaba/tsar,Apache License 2.0,C,4
64687fe313df3d68492c5da7,https://github.com/google/usd_from_gltf,Apache License 2.0,C++,114
64688b2d13df3d68492c5db7,https://github.com/google/marl,Apache License 2.0,C++,47
64688fee13df3d68492c5dd5,https://github.com/alibaba/uirecorder,MIT License,JavaScript,11
6468913213df3d68492c5dd9,https://github.com/microsoft/Intune-Resource-Access,MIT License,C#,2
64688f5713df3d68492c5dd3,https://github.com/apache/tika,Apache License 2.0,Java,479
646893c513df3d68492c5ded,https://github.com/google/security-research,Apache License 2.0,Go,8
6468938013df3d68492c5de7,https://github.com/google/EtwToPprof,Apache License 2.0,C#,1
6468941013df3d68492c5df0,https://github.com/google/creatine-ads-inspector,Apache License 2.0,Java,100
6468936813df3d68492c5de3,https://github.com/microsoft/Windows-AppConsult-Samples-DesktopBridge,MIT License,C#,67
6468945113df3d68492c5df6,https://github.com/google/mirror-branch-action,Apache License 2.0,TypeScript,296
6468985213df3d68492c5dfa,https://github.com/microsoft/Freeflow,MIT License,C,1208
6468915d13df3d68492c5de1,https://github.com/microsoft/IIS.Common,MIT License,C++,4
646895d313df3d68492c5df8,https://github.com/google/uncertainty-baselines,Apache License 2.0,Python,752
6468937513df3d68492c5de5,https://github.com/google/shopping-markup,Apache License 2.0,Python,7
646893c113df3d68492c5deb,https://github.com/alibaba/jetcache,Apache License 2.0,Java,75
6468942613df3d68492c5df2,https://github.com/microsoft/glTF-SDK,MIT License,C++,39
6468a6cc13df3d68492c5e5b,https://github.com/google/eclipse2017,Apache License 2.0,Python,5
64689dc013df3d68492c5e2d,https://github.com/google/allocation-instrumenter,Apache License 2.0,Java,15
6468afcb13df3d68492c5eb9,https://github.com/microsoft/windows-tutorials-customer-database,MIT License,C#,6
6468b75513df3d68492c5ed4,https://github.com/microsoft/Windows-appsample-networkhelper,MIT License,C#,4
6468ba9a13df3d68492c5ee7,https://github.com/google/copybara,Apache License 2.0,Java,47
6468a67813df3d68492c5e53,https://github.com/microsoft/vsts-azurevm-extension,MIT License,Python,283
6468a48013df3d68492c5e4b,https://github.com/google/oss-fuzz,Apache License 2.0,Shell,396
646899d213df3d68492c5e09,https://github.com/alibaba/velocity-spring-boot-project,Apache License 2.0,Java,153
64689b3713df3d68492c5e14,https://github.com/facebook/openr,MIT License,C++,30
6468a75213df3d68492c5e5f,https://github.com/google/patents-public-data,Apache License 2.0,Jupyter Notebook,345
6468a39813df3d68492c5e49,https://github.com/microsoft/vscode-css-languageservice,MIT License,TypeScript,4
646898e513df3d68492c5e02,https://github.com/alibaba/tac,MIT License,Java,35
6468b1e313df3d68492c5ec0,https://github.com/apache/log4j-zeroconf,Apache License 2.0,Java,30
6468a4c413df3d68492c5e4f,https://github.com/microsoft/Resource-Static-Analysis,MIT License,C#,98
6468acea13df3d68492c5e9d,https://github.com/google/highway,Apache License 2.0,C++,7
6468aee113df3d68492c5ea9,https://github.com/google/software-product-sprint,Apache License 2.0,Java,45
6468b95413df3d68492c5edb,https://github.com/google/UIforETW,Apache License 2.0,C++,28
6468a6a313df3d68492c5e57,https://github.com/microsoft/fiat,Apache License 2.0,Java,20
6468a80313df3d68492c5e67,https://github.com/microsoft/azuredevopslabs,MIT License,CSS,6
6468af8613df3d68492c5eb5,https://github.com/google/trimmed_match,Apache License 2.0,Python,3
6468b21713df3d68492c5ec4,https://github.com/apache/geronimo-txmanager,Apache License 2.0,Java,8
64689a1813df3d68492c5e0c,https://github.com/facebook/mcrouter,MIT License,C++,1
64689c1713df3d68492c5e20,https://github.com/microsoft/DirectXTex,MIT License,C++,145
6468b1d713df3d68492c5ebe,https://github.com/apache/mina-sshd,Apache License 2.0,Java,176
6468a8e713df3d68492c5e6f,https://github.com/microsoft/Dynamics365PSA,MIT License,C#,59
6468aa1c13df3d68492c5e78,https://github.com/google/ground-android,Apache License 2.0,Kotlin,260
6468aa6113df3d68492c5e7a,https://github.com/google/asylo,Apache License 2.0,C++,31
6468ac7313df3d68492c5e97,https://github.com/microsoft/slngen,MIT License,C#,2
6468af2513df3d68492c5ead,https://github.com/microsoft/MCW-SAP-HANA-on-Azure,MIT License,HCL,23
6468987e13df3d68492c5dfc,https://github.com/alibaba/easyexcel,Apache License 2.0,Java,82
6468a9d213df3d68492c5e76,https://github.com/microsoft/FourQlib,MIT License,C,1
64689bba13df3d68492c5e1e,https://github.com/google/nsscache,GNU General Public License v2.0,Python,18
6468a0ef13df3d68492c5e3b,https://github.com/microsoft/Availability-Monitor-for-Kafka,MIT License,Java,3
6468a7b313df3d68492c5e63,https://github.com/google/ios-device-control,Apache License 2.0,Java,108
6468ac3e13df3d68492c5e8d,https://github.com/google/sandboxed-api,Apache License 2.0,C++,303
6468acd013df3d68492c5e9b,https://github.com/microsoft/powerapps-tools,MIT License,C#,10
6468abf613df3d68492c5e87,https://github.com/google/tock-on-titan,Apache License 2.0,Rust,189
6468b0b213df3d68492c5ebc,https://github.com/alibaba/ocr-label-tool,Apache License 2.0,C#,3
64689d3013df3d68492c5e28,https://github.com/google/end-to-end,Apache License 2.0,JavaScript,7
6468a21513df3d68492c5e43,https://github.com/microsoft/TPM-2.0-Parser,MIT License,C#,2
6468ae7613df3d68492c5ea3,https://github.com/apache/nutch,Apache License 2.0,Java,344
6468af5f13df3d68492c5eb1,https://github.com/google/glome,Apache License 2.0,C,97
6468b21b13df3d68492c5ec6,https://github.com/alibaba/spring-webmvc-support,GNU General Public License v3.0,Java,8
6468b53813df3d68492c5ece,https://github.com/microsoft/ApplicationInsights-Python,MIT License,Python,7
6468ba0813df3d68492c5ee2,https://github.com/google/s2geometry,Apache License 2.0,C++,26
6468ab8b13df3d68492c5e80,https://github.com/microsoft/CSPTASM,MIT License,C#,20
6468989313df3d68492c5dfe,https://github.com/alibaba/footmark,Apache License 2.0,Python,4
64689a7913df3d68492c5e10,https://github.com/facebook/idb,MIT License,Objective-C,72
64689dd313df3d68492c5e31,https://github.com/microsoft/opensource-management-portal,MIT License,TypeScript,6
6468a0c013df3d68492c5e33,https://github.com/microsoft/deck,Apache License 2.0,JavaScript,5
64689a9513df3d68492c5e12,https://github.com/facebook/prophet,MIT License,Python,41
6468a69e13df3d68492c5e55,https://github.com/google/EXEgesis,Apache License 2.0,C++,59
6468ac0413df3d68492c5e89,https://github.com/google/ukey2,Apache License 2.0,Java,4
6468a56013df3d68492c5e51,https://github.com/microsoft/mssql-jdbc,MIT License,Java,242
6468ac5b13df3d68492c5e91,https://github.com/alibaba/tamper,Apache License 2.0,Java,196
6468ac6c13df3d68492c5e95,https://github.com/google/android-kerberos-authenticator,Apache License 2.0,Java,1
6468afc413df3d68492c5eb7,https://github.com/google/tsunami-security-scanner,Apache License 2.0,Java,102
6468b9db13df3d68492c5ee0,https://github.com/google/turbinia,Apache License 2.0,Python,2
64689a2f13df3d68492c5e0e,https://github.com/google/auto,Apache License 2.0,Java,25
64689b9c13df3d68492c5e18,https://github.com/google/skia-buildbot,"BSD 3-Clause ""New"" or ""Revised"" License",Go,22
6468a1f913df3d68492c5e3d,https://github.com/microsoft/GalaxyExplorer,MIT License,C#,1401
6468ad3c13df3d68492c5e9f,https://github.com/google/transperf,Apache License 2.0,Python,15
6468b50813df3d68492c5ec8,https://github.com/facebook/react,MIT License,JavaScript,10
6468bae213df3d68492c5ee9,https://github.com/google/mobly,Apache License 2.0,Python,142
6468bbc513df3d68492c5efb,https://github.com/google/importlab,Apache License 2.0,Python,5
6468bee713df3d68492c5f0f,https://github.com/google/differential-privacy,Apache License 2.0,C++,23
6468bc2a13df3d68492c5eff,https://github.com/microsoft/MRDesignLabs_Unity_Tools,MIT License,C#,278
6468bd1713df3d68492c5f03,https://github.com/microsoft/EmbeddedSocial-CSharp-API-Library,MIT License,C#,539
6468c8f713df3d68492c5f54,https://github.com/google/closure-library,Apache License 2.0,JavaScript,41
6468c08213df3d68492c5f23,https://github.com/microsoft/Intune-PowerShell-SDK,MIT License,C#,3
6468c30513df3d68492c5f35,https://github.com/google/subpar,Apache License 2.0,Python,4
6468c52e13df3d68492c5f4c,https://github.com/google/gps_building_blocks,Apache License 2.0,Python,390
6468bf2013df3d68492c5f13,https://github.com/alibaba/transmittable-thread-local,Apache License 2.0,Java,3
6468bd6213df3d68492c5f07,https://github.com/google/devx-tools,Apache License 2.0,Go,1
6468c53d13df3d68492c5f4e,https://github.com/alibaba/terraform-provider,Apache License 2.0,Go,27
6468c19d13df3d68492c5f29,https://github.com/google/certificate-transparency,Apache License 2.0,C++,72
6468bfa313df3d68492c5f15,https://github.com/apache/sanselan,Apache License 2.0,Java,17
6468bf1013df3d68492c5f11,https://github.com/microsoft/EyeDrive,MIT License,C#,25
6468bbbc13df3d68492c5ef9,https://github.com/microsoft/ApplicationInsights-ServiceFabric,MIT License,C#,2
6468c4a013df3d68492c5f4a,https://github.com/microsoft/GaitAndBalanceApp,MIT License,C#,5
6468c5aa13df3d68492c5f50,https://github.com/apache/activemq-activeio,Apache License 2.0,Java,83
6468c2fa13df3d68492c5f31,https://github.com/microsoft/vsts-docker,MIT License,Python,678
6468c06613df3d68492c5f21,https://github.com/alibaba/COLA,GNU Lesser General Public License v2.1,Java,774
6468cb2d13df3d68492c5f60,https://github.com/google/tf_mesh_renderer,Apache License 2.0,Python,24
6468bc4813df3d68492c5f01,https://github.com/google/adiantum,MIT License,C,492
6468bebd13df3d68492c5f0d,https://github.com/google/blockly-samples,Apache License 2.0,JavaScript,13
6468c15013df3d68492c5f27,https://github.com/google/jimfs,Apache License 2.0,Java,62
6468c1dc13df3d68492c5f2b,https://github.com/google/open-vcdiff,Apache License 2.0,C++,176
6468c3f213df3d68492c5f42,https://github.com/microsoft/Windows-appsample-photo-lab,MIT License,C#,6
6468c49313df3d68492c5f46,https://github.com/google/audio-to-tactile,Apache License 2.0,C,620
6468c00113df3d68492c5f1d,https://github.com/microsoft/tsiclient,MIT License,TypeScript,2
6468cad813df3d68492c5f5e,https://github.com/google/vulkan_test_applications,Apache License 2.0,C++,392
6468c32613df3d68492c5f3b,https://github.com/google/chatbase-python,Apache License 2.0,Python,14
6468c00c13df3d68492c5f1f,https://github.com/alibaba/vanex,"BSD 2-Clause ""Simplified"" License",JavaScript,7
6468c31213df3d68492c5f37,https://github.com/google/mobly-snippet-lib,Apache License 2.0,,34
6468cbcf13df3d68492c5f66,https://github.com/apache/commons-collections,Apache License 2.0,Java,77
6468ca2a13df3d68492c5f5a,https://github.com/google/ngx_brotli,"BSD 2-Clause ""Simplified"" License",C,22
6468ce1813df3d68492c5f7a,https://github.com/microsoft/GraphEngine,MIT License,C#,2919
6468cc5d13df3d68492c5f78,https://github.com/microsoft/WPFDXInterop,MIT License,C++,1
6468cc1c13df3d68492c5f70,https://github.com/google/pyu2f,Apache License 2.0,Python,3
6468cc5813df3d68492c5f76,https://github.com/google/ml-compiler-opt,Apache License 2.0,Python,10
6468cbd413df3d68492c5f68,https://github.com/microsoft/appcenter-sampleapp-react-native,MIT License,TypeScript,10
6468cec813df3d68492c5f7c,https://github.com/google/flax,Apache License 2.0,Python,326
6468cc0913df3d68492c5f6c,https://github.com/microsoft/azure-pipelines-tasks,MIT License,TypeScript,3
6468cf6913df3d68492c5f80,https://github.com/alibaba/spring-context-support,Apache License 2.0,Java,9
6468cf5613df3d68492c5f7e,https://github.com/google/winops,Apache License 2.0,Go,387
6468d14b13df3d68492c5f96,https://github.com/microsoft/PointerSQL,MIT License,Python,320
6468cfb113df3d68492c5f8b,https://github.com/alibaba/BizGoblin,MIT License,TypeScript,10
6468cff413df3d68492c5f91,https://github.com/apache/bval,Apache License 2.0,Java,4
6468cfc213df3d68492c5f8d,https://github.com/alibaba/pont,MIT License,TypeScript,26
646901ec13df3d68492c5fb8,https://github.com/alibaba/termd,Apache License 2.0,Java,305
6469047c13df3d68492c5fba,https://github.com/apache/hcatalog,Apache License 2.0,Java,339
6468d19613df3d68492c5f9d,https://github.com/microsoft/PhoneticMatching,MIT License,C#,2
64693c4213df3d68492c5fdb,https://github.com/apache/empire-db,Apache License 2.0,Java,79
64693b6613df3d68492c5fd4,https://github.com/apache/santuario-cpp,Apache License 2.0,C++,102
646904c513df3d68492c5fbd,https://github.com/apache/karaf-cellar,Apache License 2.0,Java,122
6468fe1413df3d68492c5fae,https://github.com/alibaba/text-ui,GNU General Public License v3.0,Java,1
6469363013df3d68492c5fc5,https://github.com/google/CommonLoopUtils,Apache License 2.0,Jupyter Notebook,1
6468ff7113df3d68492c5fb2,https://github.com/apache/ftpserver,Apache License 2.0,Java,409
6468fdfb13df3d68492c5fab,https://github.com/microsoft/SiteInspector,MIT License,JavaScript,16
64693b8413df3d68492c5fd6,https://github.com/google/sample-sql-translator,Apache License 2.0,Python,55
646976fc13df3d68492c5ffe,https://github.com/alibaba/iot_remote_access,Apache License 2.0,C,428
646975b713df3d68492c5ff4,https://github.com/apache/bigtop,Apache License 2.0,Python,229
6469d7b913df3d68492c601f,https://github.com/alibaba/euler,Apache License 2.0,C++,4
646a1875ad558202d9fd3b63,https://github.com/alibaba/metrics,Apache License 2.0,Java,95
646975bc13df3d68492c5ff6,https://github.com/apache/kandula,Apache License 2.0,Java,8
6469d0f113df3d68492c6009,https://github.com/google/slo-generator,Apache License 2.0,Python,2
64693c5a13df3d68492c5fdf,https://github.com/alibaba/nls-dialog-sdk,Apache License 2.0,Java,16
6469d16413df3d68492c600b,https://github.com/microsoft/pyspark_propensity_matching,MIT License,Python,265
646a1ca9ad558202d9fd3b76,https://github.com/apache/giraph,Apache License 2.0,Java,286
6469d79513df3d68492c601d,https://github.com/apache/sandesha,Apache License 2.0,Java,6
646a1ccaad558202d9fd3b7e,https://github.com/google/plusfish,Apache License 2.0,C++,2
646a3f22ad558202d9fd3b8b,https://github.com/apache/commons-fileupload,Apache License 2.0,Java,3
646a47dbad558202d9fd3b95,https://github.com/google/vpn-libraries,Apache License 2.0,C++,27
646a1e7fad558202d9fd3b86,https://github.com/alibaba/flutter_boost,MIT License,Dart,30
646a5464ad558202d9fd3bca,https://github.com/apache/opennlp,Apache License 2.0,Java,260
646a548dad558202d9fd3bd0,https://github.com/microsoft/vs-extension-testing,MIT License,C#,1
646a4b52ad558202d9fd3ba8,https://github.com/apache/commons-compress,Apache License 2.0,Java,280
646a529dad558202d9fd3bba,https://github.com/apache/commons-exec,Apache License 2.0,Java,13
646a40e1ad558202d9fd3b8f,https://github.com/microsoft/exsim,MIT License,C#,1
646a7236ad558202d9fd3c04,https://github.com/alibaba/eCommerceSearchBench,Apache License 2.0,Jupyter Notebook,5
646a54c2ad558202d9fd3bd2,https://github.com/alibaba/alibaba-flink-connectors,Apache License 2.0,Java,26
646a91b7ad558202d9fd3c42,https://github.com/apache/any23,Apache License 2.0,HTML,32
646a7181ad558202d9fd3bf8,https://github.com/google/atheris,Apache License 2.0,Python,4
646a89b5ad558202d9fd3c2b,https://github.com/microsoft/cppgraphqlgen,MIT License,C++,120
646a88aead558202d9fd3c25,https://github.com/alibaba/EasyReinforcementLearning,Apache License 2.0,Python,631
646a5158ad558202d9fd3bb5,https://github.com/apache/tiles,Apache License 2.0,Java,24
646a8815ad558202d9fd3c23,https://github.com/apache/tiles-request,Apache License 2.0,Java,11
646aaa05ad558202d9fd3c4e,https://github.com/microsoft/human-pose-estimation.pytorch,MIT License,Python,7
646a8e69ad558202d9fd3c36,https://github.com/apache/karaf-cave,Apache License 2.0,Java,9
646aaa37ad558202d9fd3c52,https://github.com/alibaba/innodb-java-reader,Apache License 2.0,Java,13
646a8e23ad558202d9fd3c31,https://github.com/alibaba/lightproxy,Apache License 2.0,TypeScript,125
646a7200ad558202d9fd3c00,https://github.com/alibaba/FastNN,Apache License 2.0,Python,279
646a87dead558202d9fd3c1f,https://github.com/alibaba/alibaba-rsocket-broker,Apache License 2.0,Java,57
646a89c8ad558202d9fd3c2f,https://github.com/microsoft/MTC_WindowsSmartInk,MIT License,C#,16
646aab9dad558202d9fd3c5a,https://github.com/apache/james-postage,Apache License 2.0,Java,3
646aac12ad558202d9fd3c5e,https://github.com/microsoft/FASTER,MIT License,C#,36
646aad24ad558202d9fd3c65,https://github.com/alibaba/aliyun-spring-boot,Apache License 2.0,Java,2
646ad0f1ad558202d9fd3ca9,https://github.com/microsoft/Project_Natick_Analysis,MIT License,Python,338
646aaff7ad558202d9fd3c7d,https://github.com/microsoft/DMF,MIT License,C,788
646ad29cad558202d9fd3cb7,https://github.com/alibaba/one-java-agent,Apache License 2.0,Java,87
646abba3ad558202d9fd3ca0,https://github.com/microsoft/Partner-Center-PowerShell,MIT License,C#,509
646aad4aad558202d9fd3c69,https://github.com/google/deluca,Apache License 2.0,Python,3
646aad36ad558202d9fd3c67,https://github.com/alibaba/camera-proxy,MIT License,JavaScript,2
646ab3aaad558202d9fd3c8b,https://github.com/apache/james-jsieve,Apache License 2.0,Java,29
646aaeb0ad558202d9fd3c77,https://github.com/apache/james-jdkim,Apache License 2.0,Java,61
646ab006ad558202d9fd3c7f,https://github.com/alibaba/SparkCube,Apache License 2.0,Scala,4
646ab44ead558202d9fd3c8d,https://github.com/google/fedjax,Apache License 2.0,Python,390
646ad10dad558202d9fd3cad,https://github.com/apache/creadur-rat,Apache License 2.0,Java,38
646ad14cad558202d9fd3cb1,https://github.com/google/osv.dev,Apache License 2.0,Python,50
646ab4d6ad558202d9fd3c91,https://github.com/microsoft/dotnet-apiport-ui,MIT License,C#,11
646ad7e0ad558202d9fd3cc4,https://github.com/alibaba/compileflow,Apache License 2.0,Java,4
646adb34ad558202d9fd3ccf,https://github.com/google/BIG-bench,Apache License 2.0,Python,542
646adcdfad558202d9fd3ce9,https://github.com/google/shadertrap,Apache License 2.0,C++,22
646adc3bad558202d9fd3cdd,https://github.com/apache/cordova-android,Apache License 2.0,JavaScript,5
646adb5aad558202d9fd3cd3,https://github.com/microsoft/service-fabric-backup-explorer,MIT License,C#,4
646ada26ad558202d9fd3ccd,https://github.com/google/aistplusplus_api,Apache License 2.0,Python,35
646adb97ad558202d9fd3cd7,https://github.com/alibaba/compileflow-idea-designer,Apache License 2.0,Java,19
646adb80ad558202d9fd3cd5,https://github.com/microsoft/fluent-xaml-theme-editor,MIT License,C#,82
646ad2edad558202d9fd3cba,https://github.com/alibaba/libgrape-lite,Apache License 2.0,C++,34
646ade7bad558202d9fd3cf0,https://github.com/alibaba/switch-config,Apache License 2.0,Java,90
646ae010ad558202d9fd3cf8,https://github.com/alibaba/EasyTransfer,Apache License 2.0,Python,629
646adf44ad558202d9fd3cf4,https://github.com/google/model_search,Apache License 2.0,Python,34
646afd61ad558202d9fd3d08,https://github.com/alibaba/bytekit,Apache License 2.0,Java,113
646afc78ad558202d9fd3cff,https://github.com/google/nerfies,Apache License 2.0,Python,1
646b0858ad558202d9fd3d0f,https://github.com/alibaba/acqdp,MIT License,Python,337
646b0959ad558202d9fd3d16,https://github.com/microsoft/VanArsdel,MIT License,C#,46
646b7ed544bfe65f23891a90,https://github.com/google/TestParameterInjector,Apache License 2.0,Java,6
646b6f3544bfe65f23891a69,https://github.com/alibaba/easy-retry,MIT License,Java,4
646b650844bfe65f23891a4d,https://github.com/google/open-dice,Apache License 2.0,C++,3
646b6ef944bfe65f23891a61,https://github.com/google/dicomproxy,Mozilla Public License 2.0,Java,2
646b7cce44bfe65f23891a88,https://github.com/alibaba/UniFuse-Unidirectional-Fusion,MIT License,Python,2
646b80a344bfe65f23891a9a,https://github.com/alibaba/easydispatch,Apache License 2.0,Python,2
646b6eee44bfe65f23891a5d,https://github.com/google/duet,Apache License 2.0,Python,5
646b635944bfe65f23891a39,https://github.com/alibaba/testable-mock,MIT License,Java,10
646b7ca844bfe65f23891a82,https://github.com/microsoft/MTC_ComeSayHi,MIT License,C#,3
646b7d4944bfe65f23891a8c,https://github.com/apache/commons-configuration,Apache License 2.0,Java,14
646b849044bfe65f23891ab4,https://github.com/microsoft/Atlas,MIT License,C#,4
646b0a4fad558202d9fd3d22,https://github.com/microsoft/fhir-server,MIT License,TSQL,21
646b6f4f44bfe65f23891a6b,https://github.com/alibaba/cluster-contrast-reid,MIT License,Python,1
646b097dad558202d9fd3d1a,https://github.com/google/TaglessCRM,Apache License 2.0,Python,12
646b6f0e44bfe65f23891a65,https://github.com/microsoft/AI-Robot-Challenge-Lab,MIT License,Python,4
646b632444bfe65f23891a31,https://github.com/apache/commons-net,Apache License 2.0,Java,121
646b711144bfe65f23891a70,https://github.com/microsoft/oe-engine,MIT License,Go,1
646b710844bfe65f23891a6e,https://github.com/google/privacy-sandbox-aggregation-service,Apache License 2.0,Go,39
646b82a744bfe65f23891ab0,https://github.com/google/megalista,Apache License 2.0,Python,326
646b848044bfe65f23891ab2,https://github.com/google/pigweed,Apache License 2.0,C++,679
646b875544bfe65f23891ac7,https://github.com/apache/creadur-whisker,Apache License 2.0,Java,253
646b876f44bfe65f23891acb,https://github.com/alibaba/table-computing,Apache License 2.0,Java,6
646b991a44bfe65f23891ae8,https://github.com/apache/oltu,Apache License 2.0,Java,198
646b885644bfe65f23891acd,https://github.com/microsoft/graspologic,MIT License,Python,388
646b90cb44bfe65f23891ad9,https://github.com/alibaba/fastFFI,Apache License 2.0,Java,64
646b911b44bfe65f23891add,https://github.com/apache/royale-asjs,Apache License 2.0,ActionScript,328
646b90d344bfe65f23891adb,https://github.com/alibaba/open-simulator,Apache License 2.0,Go,10
646b988944bfe65f23891ae6,https://github.com/alibaba/Elastic-Federated-Learning-Solution,Apache License 2.0,Python,158
646bb84844bfe65f23891af6,https://github.com/microsoft/python-sample-vscode-django-tutorial,MIT License,Python,6
646bb8ec44bfe65f23891afa,https://github.com/alibaba/EssentialMC2,MIT License,Python,329
646bb83144bfe65f23891aee,https://github.com/google/distributed_point_functions,Apache License 2.0,C++,13
646bba3244bfe65f23891afe,https://github.com/apache/commons-csv,Apache License 2.0,Java,2
646bbc8d44bfe65f23891b0e,https://github.com/microsoft/Azure-DCAP-Client,MIT License,C++,10
646bbed944bfe65f23891b1c,https://github.com/alibaba/ilogtail,Apache License 2.0,C++,105
646bd5b844bfe65f23891b4f,https://github.com/google/iconvg,Apache License 2.0,C,2
646bbe6f44bfe65f23891b1a,https://github.com/alibaba/t-game-sdk,MIT License,Python,421
646bd57144bfe65f23891b3e,https://github.com/alibaba/Appactive,Apache License 2.0,Java,2
646bd63844bfe65f23891b57,https://github.com/google/rdma-unit-test,Apache License 2.0,C++,3
646bbb0744bfe65f23891b02,https://github.com/google/lecam-gan,Apache License 2.0,Jupyter Notebook,262
646bbcd844bfe65f23891b10,https://github.com/apache/commons-beanutils,Apache License 2.0,Java,9
646bc20044bfe65f23891b2c,https://github.com/apache/logging-log4j2,Apache License 2.0,Java,118
646bbb9b44bfe65f23891b06,https://github.com/alibaba/proxima,Apache License 2.0,C++,331
646bbc7844bfe65f23891b0c,https://github.com/alibaba/general-scene-interface,MIT License,TypeScript,2
646bbc3944bfe65f23891b08,https://github.com/alibaba/TinyNeuralNetwork,MIT License,Python,2
646bbcf244bfe65f23891b16,https://github.com/microsoft/SPTAG,MIT License,C++,2
646bbc5f44bfe65f23891b0a,https://github.com/google/jax-cfd,Apache License 2.0,Jupyter Notebook,2
646bd72544bfe65f23891b5b,https://github.com/microsoft/recommenders,MIT License,Python,657
646bc0bb44bfe65f23891b2a,https://github.com/alibaba/xquic,Apache License 2.0,C,789
646bd8e244bfe65f23891b6d,https://github.com/alibaba/lowcode-plugins,MIT License,TypeScript,2
646bdb3e44bfe65f23891ba4,https://github.com/alibaba/pemja,Apache License 2.0,C,55
646c008744bfe65f23891bdb,https://github.com/apache/commons-proxy,Apache License 2.0,Java,6
646bdc7944bfe65f23891bb0,https://github.com/microsoft/Trill,MIT License,C#,278
646c01f344bfe65f23891bed,https://github.com/alibaba/ClickSEG,Apache License 2.0,Python,79
646bfbba44bfe65f23891bc8,https://github.com/alibaba/EasyParallelLibrary,Apache License 2.0,Python,954
646bda8944bfe65f23891ba0,https://github.com/microsoft/MobileTrendVis,MIT License,JavaScript,20
646bdc0944bfe65f23891bac,https://github.com/apache/commons-dbcp,Apache License 2.0,Java,115
646bd8bc44bfe65f23891b63,https://github.com/apache/cordova-plugin-file,Apache License 2.0,JavaScript,1
646bfad544bfe65f23891bc4,https://github.com/alibaba/GaiaX,Apache License 2.0,Kotlin,104
646c015444bfe65f23891be7,https://github.com/microsoft/SparseSC,MIT License,Python,162
646c023544bfe65f23891bef,https://github.com/apache/commons-functor,Apache License 2.0,Java,52
646bdbdc44bfe65f23891baa,https://github.com/apache/devicemap-browsermap,Apache License 2.0,JavaScript,687
646c01c144bfe65f23891beb,https://github.com/alibaba/GaiaSketch,Apache License 2.0,JavaScript,2
646bdd3e44bfe65f23891bb3,https://github.com/apache/commons-pool,Apache License 2.0,Java,588
646bfa3e44bfe65f23891bb9,https://github.com/apache/commons-jcs,Apache License 2.0,Java,64
646bfa7944bfe65f23891bbc,https://github.com/google/yggdrasil-decision-forests,Apache License 2.0,C++,10
646bfbd744bfe65f23891bca,https://github.com/apache/commons-jexl,Apache License 2.0,Java,10
646c1d3d44bfe65f23891c24,https://github.com/apache/commons-bcel,Apache License 2.0,Java,6043
646c034444bfe65f23891bff,https://github.com/alibaba/Ribut,MIT License,Java,118
646c024a44bfe65f23891bf1,https://github.com/apache/commons-jci,Apache License 2.0,Java,15
646c02b544bfe65f23891bf9,https://github.com/apache/commons-email,Apache License 2.0,Java,8
646c047e44bfe65f23891c0d,https://github.com/microsoft/bion,MIT License,C#,27
646c0bb044bfe65f23891c20,https://github.com/apache/commons-dbutils,Apache License 2.0,Java,1
646c0ba344bfe65f23891c1e,https://github.com/alibaba/fast-modeling-language,Apache License 2.0,Java,22
646c041744bfe65f23891c05,https://github.com/google/JacquardSDKAndroid,Apache License 2.0,Java,112
646c05c144bfe65f23891c15,https://github.com/apache/commons-daemon,Apache License 2.0,C,5
646c0b0f44bfe65f23891c18,https://github.com/google/polymorphicDSL,Apache License 2.0,Java,6792
646c05a444bfe65f23891c11,https://github.com/alibaba/FederatedScope,Apache License 2.0,Python,1028
646c03d244bfe65f23891c03,https://github.com/apache/commons-imaging,Apache License 2.0,Java,31
646c1f9744bfe65f23891c36,https://github.com/apache/commons-vfs,Apache License 2.0,Java,664
646c1d6644bfe65f23891c26,https://github.com/apache/commons-chain,Apache License 2.0,Java,34
646c2c0144bfe65f23891c57,https://github.com/apache/manifoldcf-integration-solr-3.x,Apache License 2.0,Java,42
646c32a344bfe65f23891c6e,https://github.com/microsoft/CameraTraps,MIT License,Jupyter Notebook,1227
646c2eea44bfe65f23891c5b,https://github.com/google/init2winit,Apache License 2.0,Python,6
646c1fc544bfe65f23891c3e,https://github.com/microsoft/BotFramework-DirectLine-DotNet,MIT License,C#,54
646c1db044bfe65f23891c2e,https://github.com/microsoft/WinDbg-Samples,MIT License,C++,87
646c2fb944bfe65f23891c64,https://github.com/apache/manifoldcf-integration-solr-4.x,Apache License 2.0,Java,21
646c2f9444bfe65f23891c60,https://github.com/apache/manifoldcf-integration-sharepoint-2010,Apache License 2.0,C#,2
646c246e44bfe65f23891c44,https://github.com/microsoft/Microsoft-MPI,MIT License,C++,146
646c1f9e44bfe65f23891c38,https://github.com/apache/manifoldcf-integration-sharepoint-2007,Apache License 2.0,C#,2
